iter	Logloss
440	0.4047570164
441	0.4045470943
442	0.4044331051
443	0.4043443696
444	0.4042069891
445	0.4039558402
446	0.4038482591
447	0.4036634962
448	0.403512889
449	0.4033906922
450	0.403269916
451	0.4031689956
452	0.4029002954
453	0.4027251605
454	0.4025569703
455	0.4024024172
456	0.4022842295
457	0.4021634533
458	0.4020078585
459	0.4018270099
460	0.4016924388
461	0.4015053398
462	0.4013599412
463	0.4012053881
464	0.4010205936
465	0.4008375668
466	0.4006893587
467	0.400603117
468	0.4003304709
469	0.4001422987
470	0.3999428254
471	0.3998234066
472	0.3996872572
473	0.3995496241
474	0.3994508503
475	0.3992618257
476	0.3991338207
477	0.3990024694
478	0.3988989605
479	0.3986510947
480	0.3984271568
481	0.398309853
482	0.398139611
483	0.3980069339
484	0.3978134269
485	0.3976163842
486	0.3974394184
487	0.3972806353
488	0.3971032275
489	0.3968953889
490	0.396791217
491	0.3966819313
492	0.3964906971
493	0.3963477607
494	0.3962644232
495	0.396034677
496	0.395892877
497	0.3956905942
498	0.3955675452
499	0.3953937361
500	0.3952685405
501	0.3951336222
502	0.3950165709
503	0.3948402995
504	0.3946825897
505	0.3945098538
506	0.3942218345
507	0.3940675339
508	0.3938715015
509	0.3936915998
510	0.3935441809
511	0.3934020337
512	0.3933077108
513	0.3931762965
514	0.3930323815
515	0.3928857833
516	0.3927617557
517	0.3926252906
518	0.3924856057
519	0.3923086398
520	0.3921192365
521	0.391980025
522	0.3917823511
523	0.3915832566
524	0.3914366584
525	0.3912525584
526	0.3911325398
527	0.3910412474
528	0.3909009942
529	0.3908187616
530	0.3906510765
531	0.3904934298
532	0.3904126177
533	0.3903097717
534	0.3900915475
535	0.3899232942
536	0.389758166
537	0.3896013085
538	0.3894745661
539	0.3893808114
540	0.3892051399
541	0.3889986586
542	0.3889103651
543	0.3888035101
544	0.3886711803
545	0.3884558287
546	0.38828505
547	0.3882082785
548	0.3880993085
549	0.3879870554
550	0.387834712
551	0.3876835681
552	0.3875149992
553	0.3873204504
554	0.3871810495
555	0.3870407648
556	0.3869005432
557	0.3868332103
558	0.3866917891
559	0.3865673827
560	0.3864095782
561	0.3862465019
562	0.3861293875
563	0.3859810215
564	0.3859235376
565	0.3857996047
566	0.3856433785
567	0.3854417587
568	0.3853043465
569	0.3852252391
570	0.3849762368
571	0.3848496523
572	0.3846441496
573	0.3845004872
574	0.3843443873
575	0.3842035975
576	0.3840903974
577	0.383928426
578	0.3838157626
579	0.3836553379
580	0.3835416328
581	0.3834369243
582	0.3833528924
583	0.3832382087
584	0.3830808776
585	0.3829552401
586	0.3828607909
587	0.3827601546
588	0.3825764965
589	0.3824758602
590	0.3822934964
591	0.3821974373
592	0.3819786133
593	0.3818210929
594	0.3817466574
595	0.3816136962
596	0.3814561127
597	0.3813110928
598	0.3812032592
599	0.3809549514
600	0.3808512847
601	0.3806629862
602	0.3805003203
603	0.3803527119
604	0.3801550696
605	0.380052192
606	0.3799304056
607	0.3798101977
608	0.3796159961
609	0.3794419976
610	0.3793169598
611	0.3791746232
612	0.379030361
613	0.3789471498
614	0.3787028826
615	0.3785682168
616	0.3784506921
617	0.3783220556
618	0.3782257125
619	0.3780557545
620	0.3779464057
621	0.3778123081
622	0.3776232204
623	0.3774334383
624	0.3773010454
625	0.377188161
626	0.3770031455
627	0.3768638393
628	0.37671762
629	0.3765732946
630	0.3764249287
631	0.3762866642
632	0.3761441698
633	0.3760407556
634	0.3759280606
635	0.375745602
636	0.3755923432
637	0.3754632963
638	0.3752816901
639	0.3752073493
640	0.3750863521
641	0.3749909876
642	0.374882712
643	0.3747788874
644	0.3746114864
645	0.3745153326
646	0.3743995756
647	0.3743054737
648	0.3741472273
649	0.3740115198
650	0.3738925113
651	0.3737994512
652	0.3736178449
653	0.3735142097
654	0.3734023671
655	0.3732796968
656	0.3731065822
657	0.3729583109
658	0.3728217196
659	0.3727145173
660	0.3725742641
661	0.3725125502
662	0.3723209371
663	0.3722264249
664	0.3720634749
665	0.371901535
666	0.3717412998
667	0.3716402847
668	0.3714785974
669	0.3713891358
670	0.371179782
671	0.371048273
672	0.3708440015
673	0.3705501738
674	0.3704339748
675	0.3703156609
676	0.3701987674
677	0.3700777071
678	0.3699732828
679	0.3698594514
680	0.3697728309
681	0.3695694117
682	0.3694491406
683	0.369254434
684	0.3691452114
685	0.3689956459
686	0.3688711447
687	0.3687486639
688	0.36858221
689	0.3684110525
690	0.3682740192
691	0.3681558315
692	0.36801662
693	0.3679089758
694	0.3677817914
695	0.3676219035
696	0.3674837022
697	0.3673896634
698	0.3672539559
699	0.3670559663
700	0.3668228108
701	0.3667231846
702	0.3665511433
703	0.3664438147
704	0.3663169145
705	0.3662278949
706	0.3661392857
707	0.3660429741
708	0.3659406647
709	0.3657732322
710	0.3656829815
711	0.3655948142
712	0.3654091043
713	0.3652124089
714	0.3649837044
715	0.364844998
716	0.3646793963
717	0.3645651861
718	0.3644776818
719	0.3643217397
720	0.3641550332
721	0.363966861
722	0.3638388559
723	0.3637130605
724	0.3635429447
725	0.3633733656
726	0.3631794482
727	0.3630906811
728	0.3629922545
729	0.3628167408
730	0.3627194506
731	0.3625861738
732	0.3624439634
733	0.3623555752
734	0.3622005486
735	0.361982135
736	0.3618654309
737	0.361762143
738	0.3616080949
739	0.3615116255
740	0.3613491174
741	0.3612061495
742	0.3610331927
743	0.3609646287
744	0.3608305942
745	0.3606521763
746	0.3605354091
747	0.3604707279
748	0.3602774102
749	0.3600887014
750	0.3598318389
751	0.3597061066
752	0.3596027871
753	0.3594664483
754	0.3593511332
755	0.359241879
756	0.3591271638
757	0.3590757092
758	0.3589835329
759	0.3588475097
760	0.3587431801
761	0.3586203204
762	0.3585263764
763	0.3583531355
764	0.3582254776
765	0.3580920114
766	0.3579968362
767	0.3578664004
768	0.3577305351
769	0.3576006676
770	0.3572979695
771	0.3571847063
772	0.3570672131
773	0.3569188155
774	0.3568343417
775	0.3566662146
776	0.3564445812
777	0.3563052119
778	0.3562294821
779	0.356078717
780	0.3559414628
781	0.355845088
782	0.3556919239
783	0.3555904037
784	0.3555185251
785	0.355431368
786	0.3553218613
787	0.3551445166
788	0.3550396819
789	0.354932448
790	0.3548763215
791	0.3547580391
792	0.3546126089
793	0.3544690096
794	0.3543467498
795	0.3541590511
796	0.354077292
797	0.3539588833
798	0.353889025
799	0.3537775296
800	0.3536007532
801	0.3534143803
802	0.3532745059
803	0.3531257927
804	0.3530071947
805	0.3527931689
806	0.3526773488
807	0.3525021191
808	0.3523951694
809	0.3523350969
810	0.352102699
811	0.3520073976
812	0.3518486776
813	0.3516658087
814	0.3515338577
815	0.3514209733
816	0.3513404769
817	0.3511839034
818	0.3510128407
819	0.3508878345
820	0.3507453084
821	0.3505797068
822	0.3504817221
823	0.3503524859
824	0.3501525391
825	0.3500500088
826	0.3499590005
827	0.3498313742
828	0.3497357255
829	0.3496372989
830	0.3493551195
831	0.3492820414
832	0.3491966205
833	0.3490765703
834	0.3489246373
835	0.3487834687
836	0.3486485188
837	0.3485402117
838	0.3484133746
839	0.3482947449
840	0.348148273
841	0.3480108293
842	0.3478870858
843	0.3477494527
844	0.3476062638
845	0.3473903124
846	0.3472791958
847	0.3471292831
848	0.3469656386
849	0.3468466933
850	0.3467084604
851	0.3466120225
852	0.3464452213
853	0.3463907363
854	0.3463211621
855	0.3461522459
856	0.3461092198
857	0.3459621481
858	0.3458164654
859	0.3456773486
860	0.3455024978
861	0.3453552051
862	0.3452527379
863	0.3451216708
864	0.3449415482
865	0.3448657238
866	0.3447882262
867	0.3446123652
868	0.3445039003
869	0.3442297074
870	0.3440294449
871	0.3439423194
872	0.3438142196
873	0.3436728615
874	0.3435280943
875	0.3432905193
876	0.343162609
877	0.3429359247
878	0.3428468736
879	0.3426396663
880	0.3425601485
881	0.3424454332
882	0.3423751961
883	0.3422198854
884	0.3421187756
885	0.3419904548
886	0.3418851466
887	0.341759509
888	0.3416485187
889	0.3415702635
890	0.3414651762
891	0.3413656132
892	0.3411048048
893	0.3409422968
894	0.3408546346
895	0.340775243
896	0.3406848029
897	0.3406257091
898	0.3404974199
899	0.3403437191
900	0.3401659325
901	0.3400463558
902	0.3399562314
903	0.339850134
904	0.3397111119
905	0.339589073
906	0.3394200621
907	0.3391987759
908	0.3390692872
909	0.3389631581
910	0.3388548826
911	0.3385992828
912	0.3384745607
913	0.3383539423
914	0.3382555473
915	0.3381512807
916	0.3380439837
917	0.3378961544
918	0.3378082397
919	0.3376282119
920	0.3375030794
921	0.3373858387
922	0.3372596014
923	0.3371290078
924	0.3369672258
925	0.3368463233
926	0.3367065436
927	0.3366305929
928	0.3364879722
929	0.3363704474
930	0.3362888146
931	0.3362003317
932	0.336050703
933	0.3359674918
934	0.3358657191
935	0.3357848754
936	0.3356937409
937	0.3356021328
938	0.335535305
939	0.3354654783
940	0.3352620907
941	0.3351347485
942	0.3350283669
943	0.3349187655
944	0.3347786071
945	0.3346627238
946	0.3345445045
947	0.3344302943
948	0.3343100548
949	0.3342198672
950	0.3341169896
951	0.3340207727
952	0.3339227565
953	0.3337512834
954	0.3336525095
955	0.3333882919
956	0.3331938693
957	0.3331054811
958	0.3329724884
959	0.3327345978
960	0.3326213662
961	0.3324501456
962	0.3323319263
963	0.3322070464
964	0.3320869015
965	0.3319607905
966	0.3318770742
967	0.3317905169
968	0.3316656369
969	0.3315344436
970	0.3314433406
971	0.3312975631
972	0.3311142207
973	0.3310216972
974	0.3308900303
975	0.3307310577
976	0.3305801664
977	0.3304548445
978	0.3303360255
979	0.3301872808
980	0.3300505
981	0.3299253675
982	0.3298162712
983	0.329694327
984	0.3295588721
985	0.3294185557
986	0.3293037773
987	0.329177761
988	0.3290555958
989	0.3289747522
990	0.3288499354
991	0.3287816239
992	0.3285947459
993	0.3284814827
994	0.3283631056
995	0.3282628166
996	0.3281852875
997	0.328107569
998	0.3280082585
999	0.3278891869
